id,gender,age,recency,frequency,amount,tau,treatment_rate,treatment,y0,y1,outcome
396,f,28,2,4,10864,1413,0.43548456637752875,0,10864,12277,9676
397,f,19,9,6,12463,291,0.706761941330295,1,12463,12754,11494
398,f,40,9,5,12032,1353,0.0,0,12032,13385,12135
399,m,29,11,7,13519,795,0.29371458272719286,0,13519,14314,13841
400,m,34,0,3,9363,1947,0.11616350560604678,0,9363,11310,8931
401,m,24,11,11,14985,234,0.3060999029402306,0,14985,15219,16102
402,f,37,0,3,10222,1944,0.06867990129350587,0,10222,12166,10237
403,m,37,13,6,13295,1056,0.09863644923274067,0,13295,14351,13510
404,m,18,0,5,10601,328,0.7313860383193812,1,10601,10929,10521
405,f,38,17,3,10523,1860,0.0677856911189388,0,10523,12383,11506
406,m,19,13,4,9967,411,0.6659087157248439,0,9967,10378,10248
407,m,23,13,6,11947,661,0.7131580477843488,1,11947,12608,12438
408,m,39,10,4,11745,1521,0.0651635281876203,1,11745,13266,13791
409,m,24,15,5,9571,939,0.5304250398417598,0,9571,10510,9124
410,f,31,17,3,8749,1667,0.17998605053751116,1,8749,10416,9790
411,f,29,1,5,10274,1593,0.38542153335967305,1,10274,11867,11746
412,m,18,0,5,8855,313,0.551917320539388,0,8855,9168,8897
413,f,44,16,7,12621,821,0.0,0,12621,13442,12916
414,m,44,6,6,13218,675,0.0,0,13218,13893,13927
415,f,35,8,4,10699,1941,0.14688974237709893,0,10699,12640,11083
416,m,27,13,5,11700,1141,0.5185368994849129,0,11700,12841,11548
417,m,31,18,2,9783,1808,0.2321793756829507,0,9783,11591,10040
418,m,44,14,6,13739,551,0.0,0,13739,14290,13448
419,f,25,17,8,13432,554,0.48131487041908905,0,13432,13986,13931
420,m,26,12,4,11865,993,0.5485734284265661,0,11865,12858,11643
421,m,28,5,9,14323,516,0.2732241703418601,0,14323,14839,13909
422,m,18,15,3,8436,294,0.4563798527569176,0,8436,8730,8160
423,f,37,0,4,10448,1926,0.0854547760597734,0,10448,12374,10197
424,m,32,18,7,11812,1567,0.24773220992770528,0,11812,13379,12469
425,f,39,7,3,9261,1761,0.01661048770937722,0,9261,11022,9451
426,m,26,15,6,11898,986,0.5253554054222445,1,11898,12884,12162
427,m,18,8,6,12425,240,0.6751132000425921,1,12425,12665,11953
428,m,32,1,5,13260,1037,0.1979611740704192,0,13260,14297,12314
429,m,19,13,8,11861,337,0.7084757952621203,0,11861,12198,11543
430,m,36,13,7,13585,962,0.050614955793374015,0,13585,14547,12900
431,m,37,5,4,10047,1950,0.055052828574594995,0,10047,11997,10016
432,m,52,15,8,14067,132,0.007163565502587246,0,14067,14199,14171
433,m,44,12,7,13113,700,0.0,0,13113,13813,12652
434,f,33,7,2,7213,1278,0.06279997581095088,0,7213,8491,7422
435,m,28,13,10,15643,247,0.191213930903984,0,15643,15890,16356
436,m,39,10,7,12713,1193,0.03089071518428131,0,12713,13906,12339
437,f,33,8,6,12004,1550,0.22858616248007593,0,12004,13554,12039
438,f,26,11,6,11257,1106,0.5491088331756484,1,11257,12363,12735
439,f,18,8,3,8601,302,0.4964697542018754,1,8601,8903,9271
440,m,53,6,2,9030,257,0.00011420954960804,0,9030,9287,9252
441,f,41,2,6,12401,1153,0.04331617056135298,0,12401,13554,11756
442,m,37,12,2,9229,1892,0.043047128913905025,0,9229,11121,8289
443,m,31,6,2,9129,1741,0.2432063974249202,0,9129,10870,8478
444,m,49,13,4,12043,469,0.011017822863195428,0,12043,12512,11961
445,f,39,10,4,10689,1760,0.05482323599173668,0,10689,12449,10877
446,m,18,11,4,8799,311,0.5119720410543487,0,8799,9110,8230
447,m,28,16,5,12528,1027,0.4203606460638547,1,12528,13555,14437
448,m,38,10,4,10694,1837,0.08553092504771927,0,10694,12531,11649
449,m,42,7,5,12822,940,0.019987645571547596,0,12822,13762,13063
450,m,27,11,7,13300,727,0.39098408081859276,1,13300,14027,14276
451,m,46,13,3,9879,947,0.0,0,9879,10826,9297
452,f,18,14,2,8392,292,0.44692592224660554,0,8392,8684,8562
453,m,28,8,6,14070,581,0.2974588977698806,0,14070,14651,14207
454,m,28,25,3,11671,1258,0.47210803729644435,0,11671,12929,12005
455,m,40,4,8,13961,707,0.05212314313996652,0,13961,14668,14233
456,m,43,8,3,10189,1343,0.007254628841312356,0,10189,11532,10809
457,m,43,10,4,11952,1083,0.019732831847707577,0,11952,13035,12722
458,m,18,14,4,9367,329,0.6078208501501826,1,9367,9696,10064
459,m,32,14,4,11184,1743,0.25535712488878326,1,11184,12927,13301
460,m,18,21,3,9167,324,0.5828495521232208,1,9167,9491,10196
461,m,31,16,6,12710,1194,0.2582440348988607,1,12710,13904,13051
462,f,47,10,7,12421,589,0.0,0,12421,13010,13194
463,f,51,17,6,10924,391,0.04240865015575349,0,10924,11315,10826
464,m,35,10,5,9915,1999,0.13554817312204115,0,9915,11914,10298
465,m,33,3,2,7855,1521,0.0912661189176048,0,7855,9376,7373
466,m,29,20,4,10369,1587,0.3982610468217403,0,10369,11956,11118
467,f,30,10,3,9618,1702,0.24836638221549867,0,9618,11320,9511
468,m,45,4,4,12699,713,0.002082774469983708,0,12699,13412,12364
469,m,22,21,6,12985,425,0.6248579765671324,0,12985,13410,12522
470,m,28,14,9,13374,776,0.3787915040881977,0,13374,14150,13066
471,f,30,14,7,13393,894,0.2601286869011801,0,13393,14287,14008
472,m,23,1,5,10940,780,0.657524897794671,1,10940,11720,10798
473,f,35,19,4,10699,1941,0.09388974237709893,0,10699,12640,11168
474,m,46,2,8,14001,384,0.0,0,14001,14385,13530
475,m,37,20,4,11540,1701,0.09714684071782677,0,11540,13241,11142
476,f,23,6,7,12434,586,0.6324666203751886,0,12434,13020,13038
477,f,23,3,4,11436,729,0.6931677434718528,1,11436,12165,11649
478,m,18,19,7,11360,301,0.7136853985288659,1,11360,11661,11570
479,m,29,0,4,10788,1543,0.42093839579913794,1,10788,12331,12388
480,m,22,13,7,15014,171,0.35543859095111024,1,15014,15185,15407
481,f,32,6,4,11085,1765,0.2489601278924436,0,11085,12850,11037
482,m,23,19,6,13343,437,0.5442430703927533,1,13343,13780,13823
483,f,18,7,1,6710,186,0.25548085930039294,0,6710,6896,5961
484,f,18,11,2,8601,302,0.4564697542018754,1,8601,8903,8522
485,m,36,0,8,13819,873,0.06900555567010858,0,13819,14692,13750
486,f,18,11,6,11549,292,0.6840717968977226,1,11549,11841,12160
487,m,35,19,2,8202,1680,0.07031905177799698,0,8202,9882,8839
488,m,23,22,6,12440,586,0.670967123447237,0,12440,13026,12324
489,m,33,19,6,11719,1646,0.21518414508850997,0,11719,13365,10796
490,f,30,21,3,10481,1689,0.34932404129970757,0,10481,12170,10303
491,f,31,11,2,9780,1808,0.2570506960997565,0,9780,11588,10333
492,m,40,10,3,10392,1697,0.0265311730643633,1,10392,12089,12413
493,m,23,7,6,11795,683,0.710966961240252,0,11795,12478,12523
494,m,45,3,3,10426,1066,0.0,0,10426,11492,10342
495,m,38,13,3,9776,1887,0.06659741485511823,0,9776,11663,9816
496,f,27,13,7,13797,597,0.3890050395745458,0,13797,14394,13785
497,m,28,12,8,11992,1177,0.4023675041735977,0,11992,13169,11943
498,f,31,15,3,9614,1799,0.23664048784420827,1,9614,11413,10396
499,m,26,3,7,11115,1127,0.5832437729985293,0,11115,12242,10432
500,m,18,9,4,8782,310,0.497548598970572,0,8782,9092,8758
501,m,20,16,7,13767,223,0.5323285013780814,0,13767,13990,14009
502,f,20,2,6,12659,333,0.6511092630703514,1,12659,12992,13078
503,f,28,6,6,11666,1259,0.4702046789280814,1,11666,12925,12730
504,m,18,15,8,11676,285,0.7287121892444933,0,11676,11961,11169
505,m,38,5,3,7386,1305,0.011665712779255209,0,7386,8691,6470
506,m,31,10,3,9427,1782,0.2486641935863203,0,9427,11209,10423
507,f,26,2,8,15724,192,0.1752545489567266,0,15724,15916,16109
508,f,22,5,6,12381,510,0.6528257011326617,0,12381,12891,11165
509,f,30,25,6,11889,1397,0.35043890849490184,0,11889,13286,10966
510,m,39,5,4,11417,1613,0.03164590091746336,0,11417,13030,11351
511,m,18,13,7,10983,317,0.7133015416686661,1,10983,11300,10142
512,m,18,12,5,10687,326,0.7067241601605007,1,10687,11013,11593
513,m,20,7,2,8319,428,0.5053682065932484,1,8319,8747,8794
514,m,18,13,7,12311,247,0.6984700519537642,1,12311,12558,11504
515,m,18,0,5,11667,286,0.7189922949199496,1,11667,11953,11869
516,m,30,21,6,12703,1132,0.2929821222366791,0,12703,13835,12716
517,m,30,6,1,7921,1357,0.1972598476177363,0,7921,9278,8298
518,m,26,3,5,10853,1161,0.6033463511827072,1,10853,12014,11831
519,f,32,5,7,13952,784,0.172906777645248,1,13952,14736,15063
520,f,29,2,6,13821,702,0.2864899098167107,0,13821,14523,13723
521,m,22,9,9,13043,417,0.6129924739288306,1,13043,13460,14094
522,f,26,13,13,15467,226,0.2050566981054212,1,15467,15693,15265
523,f,32,6,3,11148,1751,0.22324333407423366,0,11148,12899,11584
524,m,18,8,1,6456,169,0.20822279920676082,0,6456,6625,7513
525,f,33,19,4,12174,1490,0.21364585909840975,0,12174,13664,12015
526,m,18,8,5,10557,329,0.7109523832310914,1,10557,10886,11227
527,m,30,14,7,14390,579,0.2338372380020314,0,14390,14969,13985
528,m,33,0,5,11856,1601,0.18766777040610833,0,11856,13457,10945
529,m,20,13,1,7012,306,0.2802433201382704,0,7012,7318,7023
530,m,41,9,3,11468,1414,0.0018756291042244383,0,11468,12882,11811
531,f,41,10,3,9734,1596,0.004936083592596299,0,9734,11330,9393
532,f,32,0,7,12297,1400,0.22696868561875888,1,12297,13697,14027
533,m,46,12,6,12104,735,0.00667432723911998,0,12104,12839,12597
534,m,22,11,3,9885,704,0.6431388133196636,0,9885,10589,10949
535,f,39,14,4,9589,1797,0.05010521735674962,0,9589,11386,10421
536,f,44,18,7,13805,536,0.03085146607315275,0,13805,14341,13062
537,m,19,1,6,11294,373,0.7741587357072275,1,11294,11667,12325
538,f,31,11,8,14786,499,0.18437921915668534,1,14786,15285,14880
539,m,18,6,5,8800,311,0.5371144359765628,0,8800,9111,8821
540,m,38,21,5,11111,1760,0.05757175622022924,0,11111,12871,11546
541,m,47,9,4,9393,807,0.02706747298740955,0,9393,10200,9831
542,f,25,17,7,12111,836,0.5828734295253364,1,12111,12947,13588
543,m,30,5,6,12616,1162,0.31309440238384467,1,12616,13778,13476
544,f,25,8,3,9496,1065,0.5226506015709587,1,9496,10561,10998
545,f,55,0,7,12627,114,0.008047330416923966,0,12627,12741,13292
546,m,21,15,6,11780,497,0.7050185330197518,1,11780,12277,12087
547,m,21,0,7,12793,383,0.642616657739116,0,12793,13176,12323
548,m,36,10,9,13563,970,0.07803961837673813,0,13563,14533,13424
549,m,29,15,6,12991,964,0.3607209422215274,1,12991,13955,14797
550,m,55,11,5,12017,134,0.0,0,12017,12151,13012
551,f,50,0,6,12740,325,0.0,0,12740,13065,12659
552,f,36,8,5,12298,1471,0.10385440441282634,0,12298,13769,12306
553,m,39,17,6,12838,1147,0.06207228438293394,0,12838,13985,12351
554,f,37,13,5,13642,922,0.07657458735999809,1,13642,14564,14389
555,f,40,9,8,13821,752,0.022039135841624556,0,13821,14573,14306
556,f,35,4,3,9741,1994,0.1243155216467423,0,9741,11735,9264
557,m,20,13,6,11175,460,0.7435151943085959,1,11175,11635,11051
558,m,22,7,2,7437,493,0.3386076145857132,1,7437,7930,8136
559,f,40,4,3,8942,1616,0.027303814694730033,0,8942,10558,8513
560,m,25,9,9,13295,583,0.5156738359720235,1,13295,13878,13478
561,m,43,14,7,13179,760,0.01285060849689421,0,13179,13939,13383
562,f,37,6,4,11284,1773,0.05143428318685081,0,11284,13057,12098
563,f,18,10,5,11001,316,0.6957225160889352,1,11001,11317,11296
564,m,19,8,5,10343,408,0.7015213557900298,1,10343,10751,10605
565,f,18,3,4,10938,318,0.7201364311768049,0,10938,11256,10737
566,m,38,8,3,10719,1834,0.06562471857979985,0,10719,12553,11013
567,f,42,10,5,11675,1257,0.01995026544837291,0,11675,12932,11763
568,m,26,11,5,10885,1158,0.5431716373019935,0,10885,12043,11081
569,m,30,17,6,12887,1068,0.2736373990998222,1,12887,13955,14373
570,f,33,11,14,17176,109,0.025090419096472808,0,17176,17285,16374
571,m,39,4,7,11955,1456,0.06658301575378586,0,11955,13411,11993
572,f,27,14,5,11461,1190,0.5125555576188292,0,11461,12651,11365
573,m,34,6,7,13431,1022,0.14652156913853856,0,13431,14453,13125
574,m,29,5,2,7921,1268,0.19558514235596358,1,7921,9189,9249
575,m,18,20,5,11126,311,0.70993146772405,1,11126,11437,11011
576,f,44,12,11,14270,434,0.014075233304027407,0,14270,14704,14495
577,f,33,9,6,13688,905,0.1432427128841886,1,13688,14593,13979
578,m,28,7,5,12690,980,0.39751646783538525,1,12690,13670,13308
579,m,22,15,8,13089,410,0.5744404194122146,1,13089,13499,13755
580,m,23,19,2,8756,757,0.5133011134256327,1,8756,9513,9593
581,m,18,16,4,7959,268,0.40247583171758883,0,7959,8227,8402
582,m,19,16,6,10738,398,0.7159881883286926,1,10738,11136,11284
583,f,21,13,4,10086,596,0.6502311867921939,0,10086,10682,10462
584,m,24,1,5,10400,938,0.6228200331192388,1,10400,11338,11309
585,m,43,7,4,11626,1157,0.012949891991416287,0,11626,12783,12074
586,f,36,13,5,13595,958,0.10642137131986776,0,13595,14553,13702
587,f,21,7,5,10117,595,0.6950334690939106,1,10117,10712,9790
588,f,18,5,6,10948,318,0.7344092290310471,1,10948,11266,12220
589,m,21,9,5,11388,533,0.7537074892313942,1,11388,11921,11914
590,m,44,3,5,13247,668,0.01972453605686567,0,13247,13915,12881
591,m,37,0,6,11457,1725,0.1053023579909573,0,11457,13182,11233
592,m,28,9,3,10026,1477,0.3966738397376258,1,10026,11503,11404
593,f,30,13,1,8959,1619,0.2963697740357965,0,8959,10578,9899
594,f,41,11,6,11084,1494,0.033868576426996255,0,11084,12578,11070
595,m,30,22,5,10493,1688,0.3406758397353261,0,10493,12181,11198
596,f,53,15,6,11888,220,0.0,0,11888,12108,11567
597,f,31,13,5,11211,1663,0.2843349939563999,0,11211,12874,10851
598,m,21,16,5,11907,484,0.7282350969028064,0,11907,12391,11916
599,m,18,0,5,11172,310,0.7244285392790295,1,11172,11482,12067
600,f,34,0,3,8400,1733,0.09421591982602606,0,8400,10133,8221
601,m,28,12,5,12031,1167,0.4489730809091658,1,12031,13198,12825
602,m,21,18,4,9830,595,0.6948136474410026,1,9830,10425,10299
603,m,37,0,5,12957,1188,0.059125573554786974,1,12957,14145,14218
604,f,33,0,4,10346,1936,0.1697555964703222,0,10346,12282,10515
605,f,25,14,9,13522,535,0.45495627400993327,1,13522,14057,14361
606,m,33,10,6,12972,1183,0.1339314281606748,0,12972,14155,13168
607,m,29,11,6,13042,948,0.33140977502629787,0,13042,13990,12753
608,f,39,7,5,12227,1365,0.05153153001375903,0,12227,13592,12286
609,f,31,5,5,10163,1808,0.2748041350927612,1,10163,11971,11801
610,f,26,7,6,12704,801,0.5080480728403883,1,12704,13505,13651
611,f,42,9,8,12961,899,0.001619886264247453,0,12961,13860,12789
612,f,19,1,7,12678,274,0.7058989867689283,0,12678,12952,13373
613,m,18,1,3,7909,265,0.39322284144214936,1,7909,8174,7862
614,m,24,7,4,10941,899,0.6545879758336866,1,10941,11840,11483
615,m,18,20,2,7352,229,0.29708324791195306,1,7352,7581,7309
616,m,18,3,5,9801,335,0.662433158502635,1,9801,10136,10754
617,m,28,11,4,11382,1323,0.4376502074106654,1,11382,12705,12619
618,m,31,9,5,11897,1474,0.24937719409457607,1,11897,13371,13303
619,m,27,3,10,14210,496,0.3227528353505225,1,14210,14706,15340
620,f,35,8,4,12261,1494,0.15662304232771415,0,12261,13755,12965
621,m,25,10,7,12458,765,0.5853773826860804,1,12458,13223,12741
622,f,18,12,8,13057,197,0.6313125484652039,1,13057,13254,13478
623,m,37,7,4,11225,1787,0.07541966934359953,0,11225,13012,11153
624,m,29,15,4,10224,1595,0.36126555703903196,1,10224,11819,11905
625,m,37,7,3,10469,1924,0.0816000648398279,0,10469,12393,9758
626,m,36,3,3,9553,1968,0.09195432187285173,0,9553,11521,8675
627,m,41,22,5,11454,1417,0.017882243728974706,0,11454,12871,10781
628,m,21,10,2,9525,589,0.6477689500050062,1,9525,10114,9326
629,f,18,4,5,10018,335,0.653097026994852,1,10018,10353,10889
630,m,29,18,2,6559,838,0.10929722626662011,0,6559,7397,7435
631,f,29,0,9,15732,253,0.1276321159778738,1,15732,15985,15280
632,m,42,12,3,12348,1079,0.0,0,12348,13427,12729
633,m,35,0,5,11416,1780,0.15018911519655742,1,11416,13196,13210
634,f,31,0,4,9111,1738,0.22123429275961304,0,9111,10849,9707
635,m,18,6,5,10676,326,0.6772004475830307,1,10676,11002,11107
636,m,23,1,6,11795,683,0.695966961240252,0,11795,12478,11638
637,m,18,22,1,6457,169,0.18932966494252323,1,6457,6626,6055
638,m,22,6,2,7364,483,0.2926997452023717,1,7364,7847,7973
639,m,32,7,4,11406,1687,0.24128464744199588,0,11406,13093,11417
640,f,35,9,1,7927,1585,0.07717101115305558,0,7927,9512,7229
641,m,36,10,4,9626,1974,0.07914309752816229,0,9626,11600,10437
642,f,38,10,5,12448,1345,0.10433538021646817,0,12448,13793,13211
643,f,36,15,11,17426,90,0.04247282913542959,0,17426,17516,17094
644,m,24,16,5,11520,829,0.6528095200166502,1,11520,12349,13219
645,f,22,9,2,8062,575,0.36649134429591,0,8062,8637,8152
646,f,43,12,4,10855,1290,0.0,0,10855,12145,10348
647,m,26,17,4,11201,1115,0.5659189191905836,1,11201,12316,12704
648,m,27,9,6,10711,1306,0.5352455305639809,0,10711,12017,10129
649,f,29,8,7,13190,900,0.31345007859284457,0,13190,14090,12846
650,f,18,7,2,7727,253,0.3250871348986968,0,7727,7980,7406
651,f,28,5,5,13230,819,0.35950592880769927,0,13230,14049,13417
652,m,18,12,4,9971,335,0.6866369843330598,1,9971,10306,10320
653,m,36,18,9,15972,268,0.04192067554330346,0,15972,16240,14922
654,f,26,8,4,9654,1206,0.5065358646062792,0,9654,10860,9430
655,m,24,14,7,13328,506,0.5416449529949188,1,13328,13834,14098
656,f,18,16,6,11989,267,0.689068007261578,1,11989,12256,11905
657,m,33,18,1,6629,1049,0.05812843040720931,0,6629,7678,5978
658,m,54,15,7,13067,126,0.00407516981308809,0,13067,13193,12531
659,f,24,12,4,11630,813,0.6684583216878248,0,11630,12443,11424
660,f,30,7,8,13428,882,0.28191936791509986,0,13428,14310,12894
661,f,46,6,6,10985,895,0.023795790284994282,0,10985,11880,10339
662,f,54,11,3,9693,214,0.0,0,9693,9907,10282
663,m,18,13,6,10890,320,0.7067169552434739,1,10890,11210,11563
664,f,42,0,7,12944,904,0.005666064943878496,0,12944,13848,12520
665,m,18,14,5,10882,320,0.7424627156002445,0,10882,11202,10841
666,m,18,3,5,9420,330,0.6004537688599169,1,9420,9750,9397
667,f,18,15,9,12174,256,0.6835561107846904,1,12174,12430,12516
668,f,26,9,6,12654,813,0.5179882297907357,1,12654,13467,13159
669,m,18,13,5,10485,331,0.6636624129530859,0,10485,10816,9982
670,f,43,15,7,10935,1279,0.0,0,10935,12214,11771
671,m,30,13,9,15026,414,0.17666241521146714,0,15026,15440,15294
672,f,36,7,6,12789,1278,0.054483925948503736,0,12789,14067,12363
673,f,27,19,5,10880,1286,0.48886355731036213,0,10880,12166,11118
674,f,24,9,6,10927,900,0.6482311529285759,0,10927,11827,10499
675,f,29,5,6,13107,927,0.35409781170679167,0,13107,14034,14046
676,f,49,13,5,11994,475,0.0,0,11994,12469,12430
677,m,32,5,4,13028,1125,0.2265914494561986,1,13028,14153,14533
678,f,32,2,8,14162,713,0.15363342439026698,0,14162,14875,13794
679,f,19,6,10,14623,123,0.43240539653163124,0,14623,14746,14968
680,m,20,10,2,8079,408,0.4810233979740129,1,8079,8487,7744
681,f,23,6,5,12041,648,0.6651105691191151,1,12041,12689,12679
682,m,36,8,2,9483,1961,0.06778247216708129,0,9483,11444,9676
683,m,33,0,6,13612,934,0.144175126947637,0,13612,14546,13343
684,f,18,18,2,7609,246,0.3294186887456628,1,7609,7855,7457
685,m,34,10,8,13442,1017,0.09219161221678598,0,13442,14459,13540
686,f,37,5,3,9614,1937,0.05318982579824087,1,9614,11551,11712
687,f,36,18,9,15183,439,0.061599290151360564,0,15183,15622,14416
688,f,36,1,6,13893,845,0.08951911303704757,0,13893,14738,13979
689,f,36,4,6,12131,1533,0.12252573818597576,0,12131,13664,11865
690,f,34,7,4,10553,1950,0.1814683156367933,0,10553,12503,10872
691,m,18,6,3,9473,331,0.6279717415449668,0,9473,9804,9772
692,m,40,7,4,10779,1652,0.014491090770294018,0,10779,12431,10438
693,f,47,14,7,14028,329,0.0066588516513578205,0,14028,14357,13619
694,f,43,16,1,5456,434,0.008823906842021646,0,5456,5890,6433
695,f,33,16,5,10994,1841,0.248362257084769,0,10994,12835,11696
696,m,29,18,4,10078,1600,0.34645588249041515,0,10078,11678,11179
697,m,24,6,6,10024,947,0.5810874109271819,1,10024,10971,10229
698,m,18,13,5,10088,335,0.6934899255867079,0,10088,10423,10646
699,m,40,6,2,8125,1418,0.005935655800233105,0,8125,9543,7747
700,f,18,5,4,9947,335,0.6603087410582327,0,9947,10282,10804
701,m,26,1,8,14548,378,0.33411216767890783,0,14548,14926,14683
702,m,26,19,4,10426,1199,0.5544991644963193,1,10426,11625,12265
703,m,43,18,4,10055,1346,0.009061765625277328,0,10055,11401,11036
704,m,37,24,7,13192,1096,0.09005775284667389,0,13192,14288,13184
705,m,24,15,5,12309,699,0.6222700512635302,1,12309,13008,12689
706,f,29,13,7,12164,1225,0.40850872228217966,0,12164,13389,12020
707,f,28,7,6,11494,1299,0.434773655334207,0,11494,12793,11487
708,m,36,17,5,12300,1470,0.1088327634487961,0,12300,13770,11722
709,m,20,13,7,12341,365,0.7177744983114245,1,12341,12706,13831
710,m,33,2,6,13068,1145,0.16379343402339253,0,13068,14213,13405
711,m,28,11,9,14228,540,0.2709605257763127,0,14228,14768,14133
712,f,55,2,2,9175,163,0.0,0,9175,9338,9004
713,m,22,12,4,9484,695,0.6053096308935788,1,9484,10179,9271
714,m,42,16,1,7481,1047,0.006658290449246284,0,7481,8528,7284
715,f,26,8,7,12717,797,0.46900564961557495,0,12717,13514,12164
716,f,29,6,6,11261,1460,0.40631154581179874,1,11261,12721,12278
717,m,44,22,6,11137,1124,0.0,0,11137,12261,11473
718,m,35,12,6,13145,1142,0.12265848063226115,0,13145,14287,13144
719,m,29,14,5,11292,1453,0.38232035977729684,0,11292,12745,11467
720,m,26,12,7,11987,967,0.5377514046340485,0,11987,12954,11880
721,f,44,16,7,13144,693,0.029873347849375682,0,13144,13837,13117
722,m,26,14,3,10724,1175,0.584389355468116,0,10724,11899,10202
723,m,26,9,4,8594,1091,0.37584970985559774,0,8594,9685,8248
724,m,23,0,2,7082,517,0.3012582757453521,0,7082,7599,6409
725,m,48,7,5,10880,673,0.02162588836025949,0,10880,11553,10257
726,m,18,11,5,12270,250,0.6906236375825918,1,12270,12520,11793
727,f,33,17,1,7665,1452,0.10679289770071314,0,7665,9117,7292
728,m,33,19,8,14502,623,0.11462566255701265,0,14502,15125,14702
